,Kilómetraje,Precio,Lugar,Negociacion,Categoría,Marca,Subtipo,Modelo,Publicación,Recorrido,Vidrios,Transmisión,Combustible,Sistema de climatización,Tracción,Color,Último número de la placa,Dirección,Motor(cilindraje),Tapizado,Placa,Tipo de Motor,Entrada desde,Cuotas desde,Número de cuotas,Sistemadeclimatización,Últimonúmerodelaplaca,TipodeMotor,Entradadesde,Cuotasdesde,Númerodecuotas
2947,130000,15.9,Ambato,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Grand Vitara 5p 4x2,,,,,,,,,,,,,,,,,,,,,,,
2948,24555,26.0,Riobamba,Negociable,USED,Great Wall,Camioneta Doble Cabina,WINGLE 7 2.0 CD 4X4 DIESEL,,,,,,,,,,,,,,,,,,,,,,,
2949,125000,32.8,Cuenca,Negociable,USED,Volkswagen,Camioneta Doble Cabina,Amarok 4x4,,,,,,,,,,,,,,,,,,,,,,,
2950,170000,7.4,Quito,Negociable,USED,Toyota,Camioneta Cabina Simple,Stout,,,,,,,,,,,,,,,,,,,,,,,
2951,186000,18.49,Riobamba,Negociable,USED,Ford,Camioneta Doble Cabina,Sport Track,,,,,,,,,,,,,,,,,,,,,,,
2952,159534,14.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Tracker LS,,,,,,,,,,,,,,,,,,,,,,,
2953,236000,6.5,Ambato,Negociable,USED,Volkswagen,Camioneta Cabina Simple,Saveiro,,,,,,,,,,,,,,,,,,,,,,,
2954,20000,30.8,Ambato,Negociable,USED,Toyota,Todoterreno,Highlander Limited Hibrido,,,,,,,,,,,,,,,,,,,,,,,
2955,123,21.9,Ambato,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-Max 4x4 CD,,,,,,,,,,,,,,,,,,,,,,,
2956,28000,19.3,Quito,Fijo,USED,Mazda,Hatchback (5 Puertas),CX-3 Full,,,,,,,,,,,,,,,,,,,,,,,
2957,38000,10.2,Ambato,Negociable,USED,Volkswagen,Hatchback (5 Puertas),Polo,,,,,,,,,,,,,,,,,,,,,,,
2958,204000,23.8,Quito,Negociable,USED,Chevrolet,Camioneta Cabina Simple,D-MAX 4X2 CS,,,,,,,,,,,,,,,,,,,,,,,
2959,62000,36.9,Ambato,Negociable,USED,Kia,Todoterreno,Sportage,,,,,,,,,,,,,,,,,,,,,,,
2960,22000,10.0,Ambato,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CRDI 2.5 CD 4X2 TM DIESEL,,,,,,,,,,,,,,,,,,,,,,,
2961,145000,22.0,Quito,Negociable,USED,BMW,Coupé,316,,,,,,,,,,,,,,,,,,,,,,,
2962,24123,25.8,Quito,Negociable,USED,Chevrolet,Todoterreno,Tracker LS,,,,,,,,,,,,,,,,,,,,,,,
2963,130000,14.9,Cuenca,Fijo,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CRDI  3.0 CD 4X2  DIESEL,,,,,,,,,,,,,,,,,,,,,,,
2964,131000,23.9,Quito,Negociable,USED,Mercedes Benz,Sedán,C320,,,,,,,,,,,,,,,,,,,,,,,
2965,32000,23.0,Cuenca,Negociable,USED,Kia,Todoterreno,Sportage R,,,,,,,,,,,,,,,,,,,,,,,
2966,139000,14.5,Cuenca,Negociable,USED,Mitsubishi,Todoterreno,Outlander,,,,,,,,,,,,,,,,,,,,,,,
2967,50000,11.9,Cuenca,Fijo,USED,Peugeot,Hatchback (5 Puertas),208,,,,,,,,,,,,,,,,,,,,,,,
2968,260000,17.9,Cuenca,Negociable,USED,Chevrolet,Todoterreno,Grand Vitara 3P Sport,,,,,,,,,,,,,,,,,,,,,,,
2969,179622,69.9,Quito,Negociable,USED,Toyota,Todoterreno,Highlander Hibrido,,,,,,,,,,,,,,,,,,,,,,,
2970,9000,13.5,Cuenca,Negociable,USED,Audi,Sedán,A5,,,,,,,,,,,,,,,,,,,,,,,
2971,119456,7.5,Quito,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ 2.4,,,,,,,,,,,,,,,,,,,,,,,
2972,187000,11.3,Ambato,Negociable,USED,Volkswagen,Hatchback (3 Puertas),Golf GTI,,,,,,,,,,,,,,,,,,,,,,,
2973,94000,12.0,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,,,,,,,
2974,300000,27.8,Quito,Negociable,USED,Mercedes Benz,Sedán,280E,,,,,,,,,,,,,,,,,,,,,,,
2975,1,27.8,Cuenca,Negociable,USED,Jeep,Todoterreno,Grand Cherokee,,,,,,,,,,,,,,,,,,,,,,,
2976,1,27.8,Cuenca,Negociable,USED,Jeep,Todoterreno,Cherokee Limited,,,,,,,,,,,,,,,,,,,,,,,
2977,1,27.8,Cuenca,Negociable,USED,Jeep,Todoterreno,Grand Cherokee Limited,,,,,,,,,,,,,,,,,,,,,,,
2978,1,15.4,Cuenca,Negociable,USED,Chrysler,Todoterreno,Grand Cherokee Limited,,,,,,,,,,,,,,,,,,,,,,,
2979,41500,,Quito,Negociable,USED,Chevrolet,Todoterreno,Tracker LS,#1720361,24123 Kms,Eléctricos,Manual,Gasolina,Aire Acondicionado,4 x 2,Plata,4.0,Hidráulica,1200.0,Tela,Pichincha,gasolina,,,,,,,,,
2980,199000,13.5,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,F150 FX4,,,,,,,,,,,,,,,,,,,,,,,
2981,30000,16.9,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX 4X2 CD,,,,,,,,,,,,,,,,,,,,,,,
2982,188000,11.5,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,LUV CD,,,,,,,,,,,,,,,,,,,,,,,
2983,135000,28.5,Quito,Negociable,USED,Toyota,Todoterreno,Fortuner 2.7,,,,,,,,,,,,,,,,,,,,,,,
2984,200000,10.5,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,LUV V6 CD,,,,,,,,,,,,,,,,,,,,,,,
2985,208000,10.9,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,LUV V6 CD,,,,,,,,,,,,,,,,,,,,,,,
2986,160000,15.5,Quito,Negociable,USED,Chevrolet,Camioneta Cabina Simple,LUV Dmax CS Diesel,,,,,,,,,,,,,,,,,,,,,,,
2987,160000,18.8,Quito,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux CD 4x2,,,,,,,,,,,,,,,,,,,,,,,
2988,55000,26.5,Quito,Negociable,USED,Nissan,Todoterreno,QASHQAI ADVANCE,,,,,,,,,,,,,,,,,,,,,,,
2989,38000,17.6,Quito,Negociable,USED,Kia,Sedán,RIO EX,,,,,,,,,,,,,,,,,,,,,,,
2990,26000,29.0,Quito,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux CD 4x2,,,,,,,,,,,,,,,,,,,,,,,
2991,85000,28.9,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CRDI AC 3.0 CD 4X4 TM DIESEL,,,,,,,,,,,,,,,,,,,,,,,
2992,180000,11.5,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,LUV CD Diesel,,,,,,,,,,,,,,,,,,,,,,,
2993,50000,11.5,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,,,,,,,
2994,160000,10.5,Quito,Negociable,USED,Ford,Todoterreno,Ecosport,,,,,,,,,,,,,,,,,,,,,,,
2995,75000,17.5,Quito,Negociable,USED,Suzuki,Todoterreno,GRAN VITARA SZ NEXT,,,,,,,,,,,,,,,,,,,,,,,
2996,180000,9.9,Quito,Negociable,USED,Chevrolet,Camioneta Cabina Simple,LUV CS,,,,,,,,,,,,,,,,,,,,,,,
2997,300000,11.5,Quito,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux,,,,,,,,,,,,,,,,,,,,,,,
2998,7000,20.5,Quito,Negociable,USED,Toyota,Hatchback (5 Puertas),Yaris Sport,,,,,,,,,,,,,,,,,,,,,,,
2999,105000,24.9,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CRDI  3.0 CD 4X2  DIESEL,,,,,,,,,,,,,,,,,,,,,,,
3000,167000,15.9,Quito,Negociable,USED,Toyota,Camioneta Cabina Simple,Hilux CS 4x2,,,,,,,,,,,,,,,,,,,,,,,
3001,160000,26.8,Quito,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux CD 4x4 Diesel,,,,,,,,,,,,,,,,,,,,,,,
3002,90000,12.5,Quito,Negociable,USED,Nissan,Sedán,Tiida,,,,,,,,,,,,,,,,,,,,,,,
3003,108000,20.9,Quito,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux,,,,,,,,,,,,,,,,,,,,,,,
3004,28000,30.9,Quito,Negociable,USED,Mazda,Todoterreno,CX-5,,,,,,,,,,,,,,,,,,,,,,,
3005,70000,16.5,Quito,Negociable,USED,Renault,Todoterreno,Duster 1.6,,,,,,,,,,,,,,,,,,,,,,,
3006,40000,28.9,Quito,Negociable,USED,Toyota,Camioneta Cabina Simple,Hilux CS 4x2,,,,,,,,,,,,,,,,,,,,,,,
3007,248269,12.9,Quito,Negociable,USED,Mercedes Benz,Sedán,C280,,,,,,,,,,,,,,,,,,,,,,,
3008,100000,28.9,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,RANGER XL,,,,,,,,,,,,,,,,,,,,,,,
3009,100000,28.9,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,Ranger CD,,,,,,,,,,,,,,,,,,,,,,,
3010,125000,98.0,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Activo,,,,,,,,,,,,,,,,,,,,,,,
3011,33300,20.9,Quito,Negociable,USED,Great Wall,Todoterreno,Haval H6,,,,,,,,,,,,,,,,,,,,,,,
3012,80000,16.5,Quito,Negociable,USED,Kia,Sedán,RIO LX,,,,,,,,,,,,,,,,,,,,,,,
3013,80000,20.5,Cuenca,Fijo,USED,Great Wall,Camioneta Doble Cabina,Wingle 4x4 Diesel CD Pick Up,,,,,,,,,,,,,,,,,,,,,,,
3014,190000,13.8,Quito,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux,#1537907,300000 Kms,Manuales,Manual,Gasolina,Calefacción,4 x 4,Vino,5.0,Hidráulica,2400.0,Tela,Tungurahua,,,,,,,,,,
3015,100000,18.9,Quito,Negociable,USED,Hyundai,Sedán,Sonata Hybrid,,,,,,,,,,,,,,,,,,,,,,,
3016,113000,12.9,Quito,Negociable,USED,Hyundai,Sedán,Sonata,,,,,,,,,,,,,,,,,,,,,,,
3017,65000,16.5,Cuenca,Fijo,USED,Hanteng,Todoterreno,X7,,,,,,,,,,,,,,,,,,,,,,,
3018,55400,17.8,Cuenca,Fijo,USED,Chevrolet,Sedán,Cavalier,,,,,,,,,,,,,,,,,,,,,,,
3019,1,35.8,Cuenca,Negociable,USED,Jeep,Todoterreno,Cherokee,,,,,,,,,,,,,,,,,,,,,,,
3020,1,35.8,Cuenca,Negociable,USED,Jeep,Todoterreno,CHEROKEE LONGITUDE,,,,,,,,,,,,,,,,,,,,,,,
3021,60000,31.9,Quito,Fijo,USED,Hyundai,Todoterreno,TUCSON TL,,,,,,,,,,,,,,,,,,,,,,,
3022,40000,8.8,Ambato,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux SR5,,,,,,,,,,,,,,,,,,,,,,,
3023,170000,4.9,Ambato,Negociable,USED,Ford,Todoterreno,Ranger,,,,,,,,,,,,,,,,,,,,,,,
3024,200000,37.8,Cuenca,Negociable,USED,Chevrolet,Todoterreno,Trailblazer,,,,,,,,,,,,,,,,,,,,,,,
3025,248000,17.8,Quito,Negociable,USED,Toyota,Todoterreno,Land Cruiser 100,,,,,,,,,,,,,,,,,,,,,,,
3026,141000,10.3,Quito,Negociable,USED,Mazda,Todoterreno,CX-9,,,,,,,,,,,,,,,,,,,,,,,
3027,120000,225.0,Quito,Fijo,USED,Kia,Todoterreno,Sportage R GTI A\C 2.0 TM,,,,,,,,,,,,,,,,,,,,,,,
3028,160000,16.5,Loja,Negociable,USED,Chevrolet,Todoterreno,Grand Vitara 5p 4x2,,,,,,,,,,,,,,,,,,,,,,,
3029,188000,18.8,Quito,Negociable,USED,Ford,Camioneta Cabina Simple,F150,,,,,,,,,,,,,,,,,,,,,,,
3030,18000,13.8,Quito,Negociable,USED,Chery,Todoterreno,TIGGO 2 PRO,,,,,,,,,,,,,,,,,,,,,,,
3031,38000,10.9,Cuenca,Negociable,USED,Chevrolet,Otro,ONIX LTZ TURBO,,,,,,,,,,,,,,,,,,,,,,,
3032,300000,33.0,Ambato,Negociable,USED,Ford,Camioneta Cabina Simple,F250,,,,,,,,,,,,,,,,,,,,,,,
3033,136962,27.7,Quito,Fijo,USED,Chevrolet,Hatchback (5 Puertas),Sail,,,,,,,,,,,,,,,,,,,,,,,
3034,107000,0.0,Cuenca,Negociable,USED,Mercedes Benz,Convertible,SLK 320,,,,,,,,,,,,,,,,,,,,,,,
3035,13600,14.999,Quito,Negociable,USED,DongFeng,Camioneta Doble Cabina,NEW RICH 6 4X4 DIESEL,,,,,,,,,,,,,,,,,,,,,,,
3036,860000,13.2,Guayaquil,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark Life,,,,,,,,,,,,,,,,,,,,,,,
3037,170000,10.2,Quito,Negociable,USED,Mitsubishi,Todoterreno,Montero Blister,,,,,,,,,,,,,,,,,,,,,,,
3038,199000,30.5,Quito,Negociable,USED,Toyota,Todoterreno,Prado 5P,,,,,,,,,,,,,,,,,,,,,,,
3039,93000,11.9,Quito,Negociable,USED,Great Wall,Todoterreno,H5 Elite,,,,,,,,,,,,,,,,,,,,,,,
3040,106000,19.9,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,,,,,,,
3041,64000,21.5,Cuenca,Negociable,USED,Peugeot,Crossover,3008,,,,,,,,,,,,,,,,,,,,,,,
3042,120000,6.3,Quito,Negociable,USED,Skoda,Station Wagon,Fabia Combi,,,,,,,,,,,,,,,,,,,,,,,
3043,180000,23.6,Quito,Negociable,USED,Audi,Sedán,A4 1.8T,,,,,,,,,,,,,,,,,,,,,,,
3044,140000,26.5,Quito,Fijo,USED,Audi,Sedán,A4,,,,,,,,,,,,,,,,,,,,,,,
3045,190000,7.9,Quito,Negociable,USED,Nissan,Todoterreno,Patrol,,,,,,,,,,,,,,,,,,,,,,,
3046,1,3.9,Cuenca,Negociable,USED,Mazda,Sedán,3,,,,,,,,,,,,,,,,,,,,,,,
3047,1,,Cuenca,Negociable,USED,Chevrolet,Todoterreno,Tracker Premier,,,,,,,,,,,,,,,,,,,,,,,
3048,447208,,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,RANGER XL,,,,,,,,,,,,,,,,,,,,,,,
3049,308805,,Quito,Negociable,USED,Ford,Camioneta Cabina Simple,F250,#1601971,300000 Kms,,,,,,,0.0,,,,Tungurahua,,,,,,,,,,
3050,40000,68.5,Quito,Fijo,USED,Ford,Camioneta Doble Cabina,F150 Lariat,,,,,,,,,,,,,,,,,,,,,,,
3051,1,25.49,Cuenca,Negociable,USED,Jetour,Crossover,X70 PLUS,,,,,,,,,,,,,,,,,,,,,,,
3052,245000,8.8,Cuenca,Negociable,USED,Chevrolet,Mini van (MPV),Zafira,,,,,,,,,,,,,,,,,,,,,,,
3053,55000,18.9,Quito,Negociable,USED,Great Wall,Camioneta Doble Cabina,Wingle 5 AC CD 4X2,,,,,,,,,,,,,,,,,,,,,,,
3054,13500,18.3,Quito,Negociable,USED,DongFeng,Crossover,SX5,,,,,,,,,,,,,,,,,,,,,,,
3055,194000,22.9,Quito,Negociable,USED,Kia,Todoterreno,Sorento,,,,,,,,,,,,,,,,,,,,,,,
3056,183000,21.9,Quito,Negociable,USED,Ford,Camioneta Cabina Simple,F150,,,,,,,,,,,,,,,,,,,,,,,
3057,19000,17.99,Quito,Negociable,USED,Chevrolet,Sedán,ONIX,,,,,,,,,,,,,,,,,,,,,,,
3058,135000,16.8,Quito,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,,,,,,,
3059,123000,22.99,Quito,Negociable,USED,BMW,Todoterreno,X3 2.5SI,,,,,,,,,,,,,,,,,,,,,,,
3060,19000,17.99,Quito,Negociable,USED,Chevrolet,Sedán,ONIX LTZ TURBO,,,,,,,,,,,,,,,,,,,,,,,
3061,57000,21.8,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva Limited,,,,,,,,,,,,,,,,,,,,,,,
3062,162000,20.5,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX DOHC 2.4,,,,,,,,,,,,,,,,,,,,,,,
3063,254000,12.3,Quito,Negociable,USED,Hyundai,Todoterreno,Tucson,,,,,,,,,,,,,,,,,,,,,,,
3064,85000,12.2,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,,,,,,,
3065,60000,11.9,Quito,Negociable,USED,Chevrolet,Sedán,Sail,,,,,,,,,,,,,,,,,,,,,,,
3066,130000,15.5,Quito,Negociable,USED,Kia,Todoterreno,Sportage Active,,,,,,,,,,,,,,,,,,,,,,,
3067,300000,8.5,Quito,Negociable,USED,Mitsubishi,Todoterreno,Montero 3P,,,,,,,,,,,,,,,,,,,,,,,
3068,100000,18.5,Quito,Negociable,USED,BMW,Todoterreno,X5 3.0Si,,,,,,,,,,,,,,,,,,,,,,,
3069,119700,13.9,Quito,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ 2.4,,,,,,,,,,,,,,,,,,,,,,,
3070,22300,22.2,Quito,Negociable,USED,Chevrolet,Todoterreno,GROOVE PREMIER,,,,,,,,,,,,,,,,,,,,,,,
3071,22300,22.2,Quito,Negociable,USED,Chevrolet,Otro,GROOVE LT AC,,,,,,,,,,,,,,,,,,,,,,,
3072,121000,26.9,Quito,Negociable,USED,Toyota,Todoterreno,Fortuner 2.7,,,,,,,,,,,,,,,,,,,,,,,
3073,102000,11.2,Loja,Negociable,USED,Great Wall,Sedán,C30,,,,,,,,,,,,,,,,,,,,,,,
3074,30000,83.9,Quito,Negociable,USED,Mercedes Benz,Convertible,C200,,,,,,,,,,,,,,,,,,,,,,,
3075,120000,24.9,Quito,Negociable,USED,Toyota,Todoterreno,RAV 4,,,,,,,,,,,,,,,,,,,,,,,
3076,170000,29.5,Quito,Fijo,USED,Jeep,Todoterreno,Cherokee,,,,,,,,,,,,,,,,,,,,,,,
3077,39000,8.9,Quito,Fijo,USED,Toyota,Hatchback (5 Puertas),Yaris Sport,,,,,,,,,,,,,,,,,,,,,,,
3078,193000,16.4,Quito,Fijo,USED,Kia,Sedán,Rio Xcite,,,,,,,,,,,,,,,,,,,,,,,
3079,38000,12.4,Quito,Negociable,USED,Soueast,Todoterreno,DX3,,,,,,,,,,,,,,,,,,,,,,,
3080,54000,5.8,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark GT,,,,,,,,,,,,,,,,,,,,,,,
3081,240000,16.4,Ambato,Negociable,USED,Hyundai,Sedán,Accent Verna,,,,,,,,,,,,,,,,,,,,,,,
3082,50000,4.9,Quito,Negociable,USED,Chevrolet,Sedán,ONIX LTZ TURBO,,,,,,,,,,,,,,,,,,,,,,,
3083,124114,9.9,Quito,Negociable,USED,Volkswagen,Hatchback (5 Puertas),Gol Confortline 1.8,,,,,,,,,,,,,,,,,,,,,,,
3084,82856,,Quito,Negociable,USED,Mitsubishi,Todoterreno,Montero 3P,#1700608,300000 Kms,Eléctricos delanteros,Manual,Gasolina,Aire Acondicionado,4 x 4,Rojo,6.0,Hidráulica,3000.0,Tela,Cañar,,,,,,,,,,
3085,286289,6.5,Quito,Negociable,USED,Chevrolet,Sedán,Corsa,,,,,,,,,,,,,,,,,,,,,,,
3086,24700,88.9,Quito,Negociable,USED,Toyota,Todoterreno,4 Runner Limited,,,,,,,,,,,,,,,,,,,,,,,
3087,286000,9.99,Quito,Fijo,USED,Mitsubishi,Todoterreno,Montero Sport,,,,,,,,,,,,,,,,,,,,,,,
3088,255000,8.4,Cuenca,Negociable,USED,Mitsubishi,Todoterreno,Montero 5P,,,,,,,,,,,,,,,,,,,,,,,
3089,70000,43.8,Guayaquil,Negociable,USED,Ford,Todoterreno,Edge Limited,,,,,,,,,,,,,,,,,,,,,,,
3090,100000,11.99,Quito,Negociable,USED,Chevrolet,Sedán,Beat,,,,,,,,,,,,,,,,,,,,,,,
3091,51000,20.5,Quito,Fijo,USED,Great Wall,Camioneta Cabina Simple,Wingle 3 4X4 CS,,,,,,,,,,,,,,,,,,,,,,,
3092,170000,8.9,Quito,Negociable,USED,Nissan,Sedán,Almera,,,,,,,,,,,,,,,,,,,,,,,
3093,117127,32.9,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,DMAX CRDI PREMIER,,,,,,,,,,,,,,,,,,,,,,,
3094,103664,17.9,Quito,Negociable,USED,Toyota,Sedán,Camry Hibrido,,,,,,,,,,,,,,,,,,,,,,,
3095,150000,26.8,Cuenca,Negociable,USED,Hyundai,Van,H1,,,,,,,,,,,,,,,,,,,,,,,
3096,48000,12.9,Quito,Negociable,USED,Chevrolet,Sedán,Beat,,,,,,,,,,,,,,,,,,,,,,,
3097,140000,16.9,Quito,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,,,,,,,
3098,236123,7.9,Quito,Negociable,USED,Kia,Mini van (MPV),Carens,,,,,,,,,,,,,,,,,,,,,,,
3099,170000,33.5,Quito,Fijo,USED,Toyota,Todoterreno,FJ Cruiser,,,,,,,,,,,,,,,,,,,,,,,
3100,112586,15.9,Quito,Negociable,USED,Great Wall,Camioneta Doble Cabina,WINGLE,,,,,,,,,,,,,,,,,,,,,,,
3101,359000,8.8,Cuenca,Negociable,USED,Chevrolet,Todoterreno,Trooper 5P,,,,,,,,,,,,,,,,,,,,,,,
3102,260000,5.9,Quito,Negociable,USED,Skoda,Sedán,Fabia,,,,,,,,,,,,,,,,,,,,,,,
3103,161500,23.9,Quito,Negociable,USED,Ford,Todoterreno,Explorer,,,,,,,,,,,,,,,,,,,,,,,
3104,89030,34.8,Quito,Negociable,USED,Mazda,Camioneta Doble Cabina,BT-50 4x4 Diesel,,,,,,,,,,,,,,,,,,,,,,,
3105,296175,9.0,Quito,Fijo,USED,Ford,Todoterreno,Explorer,,,,,,,,,,,,,,,,,,,,,,,
3106,18000,119.0,Quito,Negociable,USED,Dodge,Camioneta Doble Cabina,RAM 700 Laramie,,,,,,,,,,,,,,,,,,,,,,,
3107,20000,8.8,Cuenca,Negociable,USED,Polaris,Buggy,570 RZR,,,,,,,,,,,,,,,,,,,,,,,
3108,154000,15.5,Quito,Negociable,USED,Chevrolet,Todoterreno,Trailblazer,,,,,,,,,,,,,,,,,,,,,,,
3109,163058,25.9,Quito,Negociable,USED,Ford,Station Wagon,Explorer XLT,,,,,,,,,,,,,,,,,,,,,,,
3110,30000,12.4,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark GT,,,,,,,,,,,,,,,,,,,,,,,
3111,62000,17.9,Quito,Negociable,USED,Toyota,Hatchback (5 Puertas),Yaris,,,,,,,,,,,,,,,,,,,,,,,
3112,170000,11.3,Quito,Negociable,USED,Great Wall,Todoterreno,Haval H3 4X2,,,,,,,,,,,,,,,,,,,,,,,
3113,100000,29.8,Quito,Negociable,USED,Ford,Todoterreno,Edge Limited,,,,,,,,,,,,,,,,,,,,,,,
3114,318363,18.5,Quito,Negociable,USED,Toyota,Todoterreno,Land Cruiser,,,,,,,,,,,,,,,,,,,,,,,
3115,33000,17.9,Quito,Negociable,USED,Kia,Sedán,RIO LX,,,,,,,,,,,,,,,,,,,,,,,
3116,104000,21.8,Cuenca,Negociable,USED,Mazda,Todoterreno,CX-5,,,,,,,,,,,,,,,,,,,,,,,
3117,88000,32.9,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CRDI 3.0 CD 4X4,,,,,,,,,,,,,,,,,,,,,,,
3118,118100,30.4,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,RANGER XLS,,,,,,,,,,,,,,,,,,,,,,,
3119,171000,44.0,Ambato,Negociable,USED,Skoda,Sedán,Fabia,#1714585,260000 Kms,Eléctricos,Manual,Gasolina,Aire Acondicionado,4 x 2,Plomo,7.0,Hidráulica,1400.0,Tela,Guayas,4CIL 12 V,,,,,,,,,
3120,73000,25.0,Quito,Fijo,USED,Hyundai,Todoterreno,TUCSON TL,,,,,,,,,,,,,,,,,,,,,,,
3121,288000,9.8,Cuenca,Negociable,USED,Chevrolet,Todoterreno,Trailblazer,,,,,,,,,,,,,,,,,,,,,,,
3122,105000,18.7,Quito,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ 2.4,,,,,,,,,,,,,,,,,,,,,,,
3123,160000,22.9,Quito,Negociable,USED,Ford,Todoterreno,Explorer,,,,,,,,,,,,,,,,,,,,,,,
3124,45000,13.5,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,,,,,,,
3125,15000,22.8,Quito,Negociable,USED,Jetour,Todoterreno,X70 II MT 1.5T,,,,,,,,,,,,,,,,,,,,,,,
3126,83600,22.8,Quito,Negociable,USED,Kia,Todoterreno,Sportage,,,,,,,,,,,,,,,,,,,,,,,
3127,70000,17.9,Quito,Negociable,USED,Toyota,Hatchback (5 Puertas),Yaris,,,,,,,,,,,,,,,,,,,,,,,
3128,26000,22.3,Ambato,Negociable,USED,Suzuki,Todoterreno Ligero,S-Cross,,,,,,,,,,,,,,,,,,,,,,,
3129,115000,40.5,Ambato,Negociable,USED,Ford,Camioneta Doble Cabina,F150 XLT CD,,,,,,,,,,,,,,,,,,,,,,,
3130,86000,12.8,Quito,Negociable,USED,Landwind,Todoterreno,X2,,,,,,,,,,,,,,,,,,,,,,,
3131,52000,48.9,Quito,Negociable,USED,Nissan,Todoterreno,Pathfinder,,,,,,,,,,,,,,,,,,,,,,,
3132,152000,7.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Trailblazer,,,,,,,,,,,,,,,,,,,,,,,
3133,300000,10.4,Quito,Negociable,USED,Ford,Todoterreno,Explorer 5P,,,,,,,,,,,,,,,,,,,,,,,
3134,208000,18.5,Quito,Negociable,USED,Kia,Todoterreno,Sportage LX,,,,,,,,,,,,,,,,,,,,,,,
3135,73000,18.5,Quito,Negociable,USED,Kia,Hatchback (5 Puertas),Cerato,,,,,,,,,,,,,,,,,,,,,,,
3136,57000,16.9,Quito,Negociable,USED,Suzuki,Todoterreno Ligero,S-Cross,,,,,,,,,,,,,,,,,,,,,,,
3137,128000,5.8,Quito,Negociable,USED,BMW,Sedán,325i,,,,,,,,,,,,,,,,,,,,,,,
3138,191000,24.9,Quito,Negociable,USED,Chery,Hatchback (5 Puertas),QQ311,,,,,,,,,,,,,,,,,,,,,,,
3139,112519,27.1,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CRDI  3.0 CD 4X2  DIESEL,,,,,,,,,,,,,,,,,,,,,,,
3140,65182,22.9,Quito,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux CD 4x2,,,,,,,,,,,,,,,,,,,,,,,
3141,241402,7.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Tahoe Híbrido,,,,,,,,,,,,,,,,,,,,,,,
3142,143000,40.5,Quito,Negociable,USED,Skoda,Hatchback (5 Puertas),Fabia A5,,,,,,,,,,,,,,,,,,,,,,,
3143,100000,49.0,Ambato,Negociable,USED,Toyota,Camioneta Doble Cabina,New Hilux SR,,,,,,,,,,,,,,,,,,,,,,,
3144,100000,29.9,Ambato,Negociable,USED,Jeep,Todoterreno,Wrangler X Unlimited,,,,,,,,,,,,,,,,,,,,,,,
