,Año,Kilómetraje,Precio,Lugar,Negociacion,Categoría,Marca,Subtipo,Modelo,Publicación,Recorrido,Vidrios,Transmisión,Combustible,Sistema de climatización,Tracción,Color,Último número de la placa,Motor(cilindraje),Placa,Tapizado,Dirección,Entrada desde,Cuotas desde,Número de cuotas,Tipo de Motor
2907,2016,81880,25.4,Quito,Negociable,USED,Nissan,Crossover,X-Trail Advance,,,,,,,,,,,,,,,,,
2908,2019,73019,95.9,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,F150 Raptor AC,,,,,,,,,,,,,,,,,
2909,2019,19731,50.9,Quito,Negociable,USED,Mazda,Todoterreno,CX-9,,,,,,,,,,,,,,,,,
2910,1979,300,6.9,Quito,Fijo,USED,Ford,Sedán,Mustang,,,,,,,,,,,,,,,,,
2911,2015,107000,15.99,Otavalo,Fijo,USED,Chevrolet,Todoterreno,Grand Vitara 5p 4x2,,,,,,,,,,,,,,,,,
2912,2008,248000,17.99,Otavalo,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux CD 4x2,,,,,,,,,,,,,,,,,
2913,2013,253965,24.9,Quito,Fijo,USED,Toyota,Camioneta Doble Cabina,Hilux CD 4x4 Diesel,,,,,,,,,,,,,,,,,
2914,2008,166366,17.9,Quito,Fijo,USED,Mazda,Todoterreno,CX-9,,,,,,,,,,,,,,,,,
2915,2019,74000,14.9,Quito,Negociable,USED,Great Wall,Todoterreno,H6,,,,,,,,,,,,,,,,,
2916,2012,175000,14.6,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail Classic,,,,,,,,,,,,,,,,,
2917,2012,175000,14.6,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail,,,,,,,,,,,,,,,,,
2918,2015,68000,16.9,Quito,Negociable,USED,Hyundai,Sedán,Sonata Hybrid,,,,,,,,,,,,,,,,,
2919,2018,70000,19.9,Quito,Negociable,USED,Great Wall,Todoterreno,H5,#1722193,95000 Kms,Eléctricos,Manual,Gasolina,Aire Acondicionado,4 x 2,Plomo,7.0,2000.0,Pichincha,Cuero,Hidráulica,,,,turbo
2920,2006,192000,19.4,Quito,Negociable,USED,Toyota,Todoterreno,Prado 3P,,,,,,,,,,,,,,,,,
2921,2010,143275,57.9,Cuenca,Negociable,USED,Toyota,Todoterreno,FJ Cruiser TRD,,,,,,,,,,,,,,,,,
2922,2015,143275,57.9,Cuenca,Negociable,USED,Toyota,Todoterreno,FJ Cruiser,,,,,,,,,,,,,,,,,
2923,2016,116000,22.9,Quito,Negociable,USED,Honda,Todoterreno,HRV,,,,,,,,,,,,,,,,,
2924,2013,306177,19.9,Quito,Negociable,USED,Volkswagen,Camioneta Doble Cabina,Amarok 4x4,,,,,,,,,,,,,,,,,
2925,2008,153000,27.9,Quito,Negociable,USED,Mitsubishi,Todoterreno,Montero 5P,,,,,,,,,,,,,,,,,
2926,2010,203078,19.9,Cuenca,Negociable,USED,Toyota,Sedán,Prius Hybrido,,,,,,,,,,,,,,,,,
2927,2010,203078,19.9,Cuenca,Negociable,USED,Toyota,Sedán,Prius,,,,,,,,,,,,,,,,,
2928,2019,140000,16.7,Quito,Negociable,USED,Chery,Todoterreno,Tiggo 5,,,,,,,,,,,,,,,,,
2929,2017,117000,11.3,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Emotion,,,,,,,,,,,,,,,,,
2930,2017,117000,11.3,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Activo,,,,,,,,,,,,,,,,,
2931,2019,54000,16.8,Cuenca,Negociable,USED,Renault,Todoterreno,Duster 1.6,,,,,,,,,,,,,,,,,
2932,2019,53800,19.9,Quito,Negociable,USED,Fiat,Hatchback (3 Puertas),500,,,,,,,,,,,,,,,,,
2933,2019,46671,86.9,Quito,Fijo,USED,Toyota,Todoterreno,4 Runner SR5,,,,,,,,,,,,,,,,,
2934,2007,256527,8.5,Quito,Negociable,USED,Mazda,Hatchback (5 Puertas),3,,,,,,,,,,,,,,,,,
2935,2014,166855,14.9,Quito,Fijo,USED,Volkswagen,Sedán,New Jetta,,,,,,,,,,,,,,,,,
2936,2018,111225,13.9,Quito,Negociable,USED,Peugeot,Sedán,301,,,,,,,,,,,,,,,,,
2937,2023,0,95.6,Cuenca,Negociable,USED,Chevrolet,Camioneta Doble Cabina,Silverado Trailboss Z71 AC,,,,,,,,,,,,,,,,,
2938,1995,1000,5.3,Quito,Negociable,USED,Suzuki,Hatchback (3 Puertas),Forsa 2,,,,,,,,,,,,,,,,,
2939,2023,0,95.6,Cuenca,Negociable,USED,Chevrolet,Camioneta Doble Cabina,Silverado Z71,,,,,,,,,,,,,,,,,
2940,2005,231,8.9,Quito,Negociable,USED,Kia,Todoterreno,Sportage,,,,,,,,,,,,,,,,,
2941,2014,109940,43.9,Quito,Negociable,USED,Land Rover,Todoterreno,Range Rover Evoque,,,,,,,,,,,,,,,,,
2942,2018,14802,22.3,Cuenca,Negociable,USED,Fiat,Hatchback (3 Puertas),500,,,,,,,,,,,,,,,,,
2943,2020,64200,21.9,Quito,Negociable,USED,Hyundai,Todoterreno,Creta,,,,,,,,,,,,,,,,,
2944,2019,42000,26.9,Quito,Negociable,USED,Hyundai,Todoterreno,TUCSON TL,,,,,,,,,,,,,,,,,
2945,2011,137,10.9,Quito,Negociable,USED,Volkswagen,Hatchback (5 Puertas),GOL 1.6,,,,,,,,,,,,,,,,,
2946,2015,25000,89.0,Cuenca,Negociable,USED,Porsche,Todoterreno,Macan S,,,,,,,,,,,,,,,,,
2947,2023,7400,22.9,Quito,Negociable,USED,Chery,Todoterreno,Tiggo 7 PRO,,,,,,,,,,,,,,,,,
2948,2019,38000,19.9,Quito,Fijo,USED,Chevrolet,Todoterreno,Tracker,,,,,,,,,,,,,,,,,
2949,2019,38000,19.9,Quito,Fijo,USED,Chevrolet,Todoterreno,Tracker LS,,,,,,,,,,,,,,,,,
2950,2022,27000,27.8,Quito,Negociable,USED,Suzuki,Todoterreno,Jimny,,,,,,,,,,,,,,,,,
2951,2019,22448,21.9,Quito,Fijo,USED,Chevrolet,Sedán,Sail,,,,,,,,,,,,,,,,,
2952,2011,174693,14.9,Quito,Fijo,USED,Suzuki,Todoterreno,Grand Vitara SZ 2.4 4x4,,,,,,,,,,,,,,,,,
2953,2016,115294,17.9,Quito,Fijo,USED,Suzuki,Todoterreno,GRAN VITARA SZ NEXT,,,,,,,,,,,,,,,,,
2954,2006,489061,10.9,Quito,Fijo,USED,Chevrolet,Camioneta Doble Cabina,Silverado Trailboss Z71 AC,#1722545,0 Kms,Eléctricos,Automática,Gasolina,Climatizador Bi-Zona,4 x 4,Blanco,2.0,5300.0,Azuay,Cuero,,,,,v8
2955,2015,83000,10.9,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
2956,2019,60000,15.9,Quito,Negociable,USED,Kia,Sedán,RIO LX,,,,,,,,,,,,,,,,,
2957,2021,36000,27.9,Quito,Negociable,USED,JAC,Camioneta Doble Cabina,T8,,,,,,,,,,,,,,,,,
2958,2015,90000,12.0,Guayaquil,Negociable,USED,Great Wall,Todoterreno,H5,,,,,,,,,,,,,,,,,
2959,2013,170000,15.0,Ibarra,Negociable,USED,Chevrolet,Camioneta Cabina Simple,LUV Dmax CS Diesel,,,,,,,,,,,,,,,,,
2960,2019,76416,17.9,Quito,Fijo,USED,Suzuki,Hatchback (5 Puertas),Grand Vitara SZ,,,,,,,,,,,,,,,,,
2961,2014,171000,26.9,Quito,Negociable,USED,Toyota,Todoterreno,Fortuner 2.7,,,,,,,,,,,,,,,,,
2962,1994,264000,6.9,Quito,Negociable,USED,Audi,Sedán,80,,,,,,,,,,,,,,,,,
2963,2017,70000,17.9,Quito,Negociable,USED,Chevrolet,Sedán,Cruze,,,,,,,,,,,,,,,,,
2964,2017,107000,8.9,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark Life,,,,,,,,,,,,,,,,,
2965,2013,230981,13.6,Cuenca,Negociable,USED,Chevrolet,Todoterreno Ligero,Grand Vitara 5p 4x2,,,,,,,,,,,,,,,,,
2966,2016,161323,10.3,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
2967,2019,48286,25.9,Quito,Negociable,USED,Hyundai,Sedán,Sonata Hybrid,,,,,,,,,,,,,,,,,
2968,2012,132975,23.9,Cuenca,Negociable,USED,Ford,Todoterreno,Explorer 5P,,,,,,,,,,,,,,,,,
2969,2012,132975,23.9,Cuenca,Negociable,USED,Ford,Todoterreno,Explorer,,,,,,,,,,,,,,,,,
2970,2015,138731,15.6,Cuenca,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ 2.4,,,,,,,,,,,,,,,,,
2971,2019,35000,43.9,Quito,Negociable,USED,Mercedes Benz,Todoterreno,GLA 180,,,,,,,,,,,,,,,,,
2972,2008,250000,8.0,Esmeraldas,Negociable,USED,Dodge,Todoterreno,Nitro,,,,,,,,,,,,,,,,,
2973,2019,42487,13.6,Cuenca,Negociable,USED,Kia,Hatchback (5 Puertas),Picanto R,,,,,,,,,,,,,,,,,
2974,2019,42487,13.6,Cuenca,Negociable,USED,Kia,Hatchback (5 Puertas),PICANTO LX,,,,,,,,,,,,,,,,,
2975,2012,243000,7.9,Quito,Negociable,USED,Renault,Sedán,Logan,,,,,,,,,,,,,,,,,
2976,2015,95760,15.4,Quito,Negociable,USED,Toyota,Hatchback (3 Puertas),Prius C Sport,,,,,,,,,,,,,,,,,
2977,2022,21188,15.0,Quito,Negociable,USED,Kia,Hatchback (5 Puertas),PICANTO EX 1.2,,,,,,,,,,,,,,,,,
2978,2023,23991,23.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Tracker LS,,,,,,,,,,,,,,,,,
2979,2019,87000,16.99,Otavalo,Negociable,USED,Great Wall,Camioneta Doble Cabina,WINGLE,,,,,,,,,,,,,,,,,
2980,2013,166000,18.99,Otavalo,Negociable,USED,Ford,Todoterreno,Edge,,,,,,,,,,,,,,,,,
2981,2015,132000,30.99,Otavalo,Negociable,USED,Toyota,Todoterreno,Fortuner 2.7,,,,,,,,,,,,,,,,,
2982,2016,73000,58.99,Otavalo,Negociable,USED,Mercedes Benz,Coupé,E200,,,,,,,,,,,,,,,,,
2983,2007,86000,11.9,Quito,Negociable,USED,Ford,Todoterreno,Explorer,,,,,,,,,,,,,,,,,
2984,2017,66615,17.9,Quito,Negociable,USED,Chevrolet,Sedán,Cruze,,,,,,,,,,,,,,,,,
2985,2015,78214,39.5,Quito,Negociable,USED,Audi,Todoterreno,Q5,,,,,,,,,,,,,,,,,
2986,2016,115720,10.9,Quito,Fijo,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
2987,1981,300,5.9,Quito,Fijo,USED,Mazda,Hatchback (3 Puertas),323,,,,,,,,,,,,,,,,,
2988,1994,255286,8.9,Quito,Fijo,USED,Mitsubishi,Todoterreno,Montero 3P,,,,,,,,,,,,,,,,,
2989,2009,180048,6.9,Quito,Fijo,USED,Dodge,Todoterreno,Nitro,#1724444,250000 Kms,Eléctricos,Manual,Diesel,,,,,,,,,,,,
2990,2008,196856,7.9,Quito,Fijo,USED,Chery,Todoterreno,Tiggo,,,,,,,,,,,,,,,,,
2991,2015,33085,39.9,Quito,Fijo,USED,BMW,Sedán,Active Hybrid 3,,,,,,,,,,,,,,,,,
2992,2019,65337,37.9,Quito,Fijo,USED,Volkswagen,Todoterreno,Tiguan,,,,,,,,,,,,,,,,,
2993,2015,101000,13.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva Sport,,,,,,,,,,,,,,,,,
2994,2018,76000,33.4,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CRDI FULL AC 3.0 CD 4X4 TM DIESEL,,,,,,,,,,,,,,,,,
2995,2017,73000,17.4,Quito,Negociable,USED,Kia,Todoterreno,Sportage Active,,,,,,,,,,,,,,,,,
2996,2018,56000,22.4,Quito,Negociable,USED,Kia,Todoterreno,SPORTAGE SL,,,,,,,,,,,,,,,,,
2997,2011,2000,25.9,Quito,Fijo,USED,Kia,Van de Carga,Pregio,,,,,,,,,,,,,,,,,
2998,2012,180000,16.2,Quito,Negociable,USED,Hyundai,Todoterreno,Tucson IX,,,,,,,,,,,,,,,,,
2999,2016,71338,54.9,Cuenca,Negociable,USED,Ford,Camioneta Doble Cabina,F150 4X4,,,,,,,,,,,,,,,,,
3000,2016,71338,54.9,Cuenca,Negociable,USED,Ford,Camioneta Doble Cabina,F150 Lariat,,,,,,,,,,,,,,,,,
3001,2019,50369,31.5,Cuenca,Negociable,USED,Nissan,Todoterreno,X-Trail Advance,,,,,,,,,,,,,,,,,
3002,2022,11000,38.5,Quito,Negociable,USED,Toyota,Todoterreno,RAV 4,,,,,,,,,,,,,,,,,
3003,2009,180000,13.99,Otavalo,Negociable,USED,Volkswagen,Todoterreno,Tiguan,,,,,,,,,,,,,,,,,
3004,2020,40528,19.9,Quito,Fijo,USED,Chevrolet,Todoterreno,Captiva,,,,,,,,,,,,,,,,,
3005,2019,80000,30.99,Otavalo,Negociable,USED,Nissan,Todoterreno,X-Trail Advance,,,,,,,,,,,,,,,,,
3006,2020,4566,271.0,Otavalo,Negociable,USED,Mercedes Benz,Convertible,AMG GT ROADSTER,,,,,,,,,,,,,,,,,
3007,2009,211980,12.9,Quito,Negociable,USED,Ford,Todoterreno,Explorer,,,,,,,,,,,,,,,,,
3008,2016,91093,33.9,Quito,Negociable,USED,Toyota,Todoterreno,Fortuner 2.7,,,,,,,,,,,,,,,,,
3009,1999,378347,5.9,Quito,Negociable,USED,Volkswagen,Hatchback (5 Puertas),Gol Confortline 1.8,,,,,,,,,,,,,,,,,
3010,2013,144000,21.9,Quito,Negociable,USED,Audi,Sedán,A4 1.8T,,,,,,,,,,,,,,,,,
3011,2005,342800,15.9,Quito,Negociable,USED,Toyota,Todoterreno,Land Cruiser Prado GX,,,,,,,,,,,,,,,,,
3012,2007,242079,17.9,Quito,Negociable,USED,Ford,Todoterreno,Expedition Eddie Bauer,,,,,,,,,,,,,,,,,
3013,2016,80000,16.3,Quito,Negociable,USED,Suzuki,Todoterreno,GRAN VITARA SZ NEXT,,,,,,,,,,,,,,,,,
3014,2021,14500,28.9,Quito,Negociable,USED,Foton,Camioneta Doble Cabina,TUNLAND G7,,,,,,,,,,,,,,,,,
3015,2023,6000,18.9,Quito,Negociable,USED,Chevrolet,Otro,ONIX LTZ TURBO,,,,,,,,,,,,,,,,,
3016,2023,6000,18.9,Quito,Negociable,USED,Chevrolet,Station Wagon,ONIX,,,,,,,,,,,,,,,,,
3017,2022,15500,24.9,Quito,Negociable,USED,Chery,Todoterreno,Tiggo 8 2.0 CVT 4x2,,,,,,,,,,,,,,,,,
3018,2020,48300,23.4,Quito,Negociable,USED,Haval,Todoterreno,H6 All new,,,,,,,,,,,,,,,,,
3019,2010,149707,15.9,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,Sport Track,,,,,,,,,,,,,,,,,
3020,2008,265000,27.99,Otavalo,Negociable,USED,Mitsubishi,Todoterreno,Montero Blister,,,,,,,,,,,,,,,,,
3021,2007,219000,16.8,Quito,Negociable,USED,Nissan,Todoterreno,Pathfinder,,,,,,,,,,,,,,,,,
3022,2013,229700,13.9,Quito,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,
3023,2018,52000,16.4,Quito,Negociable,USED,Zotye,Todoterreno,T600,,,,,,,,,,,,,,,,,
3024,2016,61000,16.8,Quito,Negociable,USED,Ford,Todoterreno,Explorer,#1713687,211980 Kms,Eléctricos,Automática,Gasolina,Aire Acondicionado,4 x 2,Rojo,8.0,4000.0,Pichincha,Tela,Hidráulica,,,,
3025,1999,222173,7.9,Quito,Negociable,USED,Hyundai,Todoterreno,Galloper,,,,,,,,,,,,,,,,,
3026,2022,38000,44.9,Quito,Negociable,USED,Mazda,Camioneta Doble Cabina,New BT-50,,,,,,,,,,,,,,,,,
3027,2020,41000,33.9,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,RANGER XL,,,,,,,,,,,,,,,,,
3028,2018,99100,22.9,Quito,Negociable,USED,Mazda,Crossover,CX-3,,,,,,,,,,,,,,,,,
3029,2017,60000,34.9,Quito,Negociable,USED,Ford,Todoterreno,Edge,,,,,,,,,,,,,,,,,
3030,2023,62000,18.9,Quito,Negociable,USED,Chevrolet,Station Wagon,ONIX,,,,,,,,,,,,,,,,,
3031,2007,199357,14.5,Quito,Fijo,USED,Mitsubishi,Todoterreno,Montero Sport,,,,,,,,,,,,,,,,,
3032,2021,63000,16.99,Otavalo,Fijo,USED,Chevrolet,Sedán,ONIX LTZ TURBO,,,,,,,,,,,,,,,,,
3033,2011,245671,11.9,Quito,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,
3034,1993,310000,5.5,Quito,Negociable,USED,Honda,Sedán,Civic,,,,,,,,,,,,,,,,,
3035,2008,150000,19.9,Quito,Fijo,USED,Mitsubishi,Todoterreno,Montero 5P,,,,,,,,,,,,,,,,,
3036,2018,40000,42.9,Quito,Negociable,USED,Jeep,Todoterreno,Grand Cherokee Laredo,,,,,,,,,,,,,,,,,
3037,2014,140000,31.9,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,F150,,,,,,,,,,,,,,,,,
3038,2013,125329,13.0,Quito,Negociable,USED,Chevrolet,Todoterreno,Vitara 3P,,,,,,,,,,,,,,,,,
3039,2019,91000,33.99,Otavalo,Negociable,USED,Ford,Camioneta Doble Cabina,RANGER XL,,,,,,,,,,,,,,,,,
3040,2018,17000,33.9,Quito,Fijo,USED,Honda,Todoterreno,CR-V,,,,,,,,,,,,,,,,,
3041,2014,79000,16.3,Quito,Negociable,USED,Volkswagen,Sedán,Jetta,,,,,,,,,,,,,,,,,
3042,2018,52,16.4,Quito,Negociable,USED,Zotye,Todoterreno,T600,,,,,,,,,,,,,,,,,
3043,2015,95209,16.5,Quito,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,
3044,2016,101000,33.99,Otavalo,Negociable,USED,Ford,Todoterreno,Edge,,,,,,,,,,,,,,,,,
3045,2019,82700,13.0,Quito,Negociable,USED,Kia,Hatchback (5 Puertas),PICANTO EX 1.2,,,,,,,,,,,,,,,,,
3046,2019,92000,19.99,Otavalo,Negociable,USED,Kia,Crossover,NIRO Hibrido,,,,,,,,,,,,,,,,,
3047,2021,48000,12.5,Quito,Negociable,USED,Chery,Sedán,Arrizo 3,,,,,,,,,,,,,,,,,
3048,2010,18300,14.0,Quito,Negociable,USED,Hyundai,Todoterreno,Santa Fe,,,,,,,,,,,,,,,,,
3049,2016,89000,16.6,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva Sport V6 3.0,,,,,,,,,,,,,,,,,
3050,2016,89000,16.6,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva,,,,,,,,,,,,,,,,,
3051,2016,89000,16.6,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva Sport,,,,,,,,,,,,,,,,,
3052,1998,252000,8.9,Quito,Negociable,USED,Jeep,Todoterreno,Cherokee Laredo,,,,,,,,,,,,,,,,,
3053,2018,58516,25.5,Quito,Negociable,USED,Mazda,Sedán,6,,,,,,,,,,,,,,,,,
3054,2020,56927,19.2,Quito,Negociable,USED,Kia,Todoterreno,Soul,,,,,,,,,,,,,,,,,
3055,2012,138000,44.9,Quito,Negociable,USED,Land Rover,Todoterreno,Range Rover Evoque,,,,,,,,,,,,,,,,,
3056,2017,53941,17.9,Quito,Negociable,USED,Hyundai,Sedán,Ioniq Hybrid,,,,,,,,,,,,,,,,,
3057,2014,148820,29.9,Quito,Negociable,USED,Ford,Station Wagon,Explorer XLT,,,,,,,,,,,,,,,,,
3058,2012,140800,30.9,Quito,Negociable,USED,Jeep,Todoterreno,Grand Cherokee Laredo,,,,,,,,,,,,,,,,,
3059,2017,83900,25.9,Quito,Negociable,USED,Zotye,Todoterreno,T600,#1722013,52 Kms,Eléctricos,Manual,Gasolina,Aire Acondicionado,4 x 2,Plata,5.0,2000.0,Pichincha,Cuero,Hidráulica,,,,
3060,2017,54500,26.4,Quito,Negociable,USED,Kia,Todoterreno,SPORTAGE GT LINE AT,,,,,,,,,,,,,,,,,
3061,2017,54500,26.4,Quito,Negociable,USED,Kia,Todoterreno,Sportage R,,,,,,,,,,,,,,,,,
3062,2013,140000,16.4,Quito,Negociable,USED,Volkswagen,Camioneta Doble Cabina,Amarok TDI,,,,,,,,,,,,,,,,,
3063,2007,225000,16.99,Otavalo,Negociable,USED,Toyota,Todoterreno,RAV 4,,,,,,,,,,,,,,,,,
3064,2014,181000,14.99,Quito,Negociable,USED,Volkswagen,Sedán,New Jetta,,,,,,,,,,,,,,,,,
3065,2019,53000,105.9,Quito,Negociable,USED,Ford,Todoterreno,RAPTOR,,,,,,,,,,,,,,,,,
3066,2016,92160,15.9,Quito,Fijo,USED,Suzuki,Todoterreno,GRAN VITARA SZ NEXT,,,,,,,,,,,,,,,,,
3067,2018,96784,13.9,Quito,Negociable,USED,Kia,Hatchback (5 Puertas),PICANTO EX 1.2,,,,,,,,,,,,,,,,,
3068,2018,67030,29.9,Quito,Negociable,USED,Volkswagen,Todoterreno,Tiguan,,,,,,,,,,,,,,,,,
3069,2011,121000,10.9,Quito,Negociable,USED,Renault,Station Wagon,STEPWAY INTENS FASE,,,,,,,,,,,,,,,,,
3070,2014,143600,23.4,Quito,Negociable,USED,Honda,Todoterreno,CR-V,,,,,,,,,,,,,,,,,
3071,2017,0,38.0,Guayaquil,Fijo,USED,Chevrolet,Hatchback (5 Puertas),Trailblazer,,,,,,,,,,,,,,,,,
3072,2018,0,38.0,Guayaquil,Negociable,USED,Mazda,Camioneta Doble Cabina,BT-50 CD 4x4 Diesel,,,,,,,,,,,,,,,,,
3073,2015,173900,28.9,Quito,Negociable,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,
3074,2010,194000,18.9,Quito,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux CD 4x2,,,,,,,,,,,,,,,,,
3075,2010,267354,7.5,Quito,Negociable,USED,Kia,Sedán,Rio Stylus,,,,,,,,,,,,,,,,,
3076,2013,160000,17.9,Quito,Fijo,USED,Kia,Todoterreno,Sportage R,,,,,,,,,,,,,,,,,
3077,2022,19000,29.9,Quito,Negociable,USED,Mazda,Camioneta Doble Cabina,BT-50 CD 4x2,,,,,,,,,,,,,,,,,
3078,2020,41000,20.8,Quito,Negociable,USED,Chevrolet,Todoterreno,Tracker LS,,,,,,,,,,,,,,,,,
3079,2018,61000,11.9,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
3080,2015,146000,10.99,Otavalo,Negociable,USED,Chevrolet,Sedán,Sail,,,,,,,,,,,,,,,,,
3081,2012,161895,14.5,Quito,Negociable,USED,Ford,Todoterreno Ligero,ESCAPE XLS,,,,,,,,,,,,,,,,,
3082,2008,174293,23.9,Quito,Negociable,USED,Nissan,Todoterreno,Patrol GRX 4x4,,,,,,,,,,,,,,,,,
3083,2017,90020,15.9,Quito,Fijo,USED,Hyundai,Sedán,Ioniq Hybrid,,,,,,,,,,,,,,,,,
3084,2011,152570,15.5,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,Sport Track,,,,,,,,,,,,,,,,,
3085,2012,137489,9.4,Quito,Negociable,USED,Chevrolet,Sedán,Sail,,,,,,,,,,,,,,,,,
3086,2017,41500,60.5,Quito,Negociable,USED,Mercedes Benz,Todoterreno,GLC 250,,,,,,,,,,,,,,,,,
3087,2020,88000,20.4,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva,,,,,,,,,,,,,,,,,
3088,2013,67527,24.9,Quito,Negociable,USED,Nissan,Todoterreno,Pathfinder,,,,,,,,,,,,,,,,,
3089,1998,45179,6.9,Quito,Negociable,USED,Volkswagen,Sedán,Vento GLS,,,,,,,,,,,,,,,,,
3090,2013,143000,32.99,Otavalo,Negociable,USED,Ford,Camioneta Doble Cabina,F150 FX4,,,,,,,,,,,,,,,,,
3091,1993,247515,7.9,Quito,Negociable,USED,BMW,Sedán,325i,,,,,,,,,,,,,,,,,
3092,1980,329000,9.99,Otavalo,Negociable,USED,Mercedes Benz,Sedán,280,,,,,,,,,,,,,,,,,
3093,2018,54000,29.9,Quito,Negociable,USED,Mitsubishi,Todoterreno,Outlander,,,,,,,,,,,,,,,,,
3094,2006,162000,23.9,Quito,Negociable,USED,Mazda,Camioneta Doble Cabina,BT-50 CD 4x2,#1721820,19000 Kms,Eléctricos,Manual,Gasolina,Aire Acondicionado,4 x 2,Plata,3.0,2500.0,Pichincha,Tela,Electrónica,,,,
3095,2015,90,19.99,Otavalo,Negociable,USED,QMC,Todoterreno,Fine,,,,,,,,,,,,,,,,,
3096,2010,124066,17.99,Otavalo,Negociable,USED,Toyota,Todoterreno,Highlander Limited Hibrido,,,,,,,,,,,,,,,,,
3097,2006,258830,14.9,Quito,Negociable,USED,Nissan,Todoterreno,Pathfinder,,,,,,,,,,,,,,,,,
3098,2019,78000,16.8,Quito,Negociable,USED,Kia,Sedán,Rio LX AC,,,,,,,,,,,,,,,,,
3099,2018,90000,9.99,Quito,Fijo,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
3100,2015,5500,66.99,Quito,Negociable,USED,Mercedes Benz,Convertible,SLK 200,,,,,,,,,,,,,,,,,
3101,2014,110000,9.9,Quito,Negociable,USED,Chevrolet,Sedán,Sail,,,,,,,,,,,,,,,,,
3102,2019,269633,16.9,Quito,Fijo,USED,Suzuki,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,
3103,2013,140000,11.9,Quito,Negociable,USED,Kia,Todoterreno,Sportage,,,,,,,,,,,,,,,,,
3104,2013,130665,54.9,Cuenca,Negociable,USED,Toyota,Todoterreno,FJ Cruiser TRD,,,,,,,,,,,,,,,,,
3105,2013,130665,54.9,Cuenca,Negociable,USED,Toyota,Todoterreno,FJ Cruiser,,,,,,,,,,,,,,,,,
3106,2018,67000,35.89,Quito,Negociable,USED,Volkswagen,Todoterreno,Tiguan,,,,,,,,,,,,,,,,,
3107,2004,231000,8.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Trailblazer,,,,,,,,,,,,,,,,,
3108,2018,60000,14.99,Quito,Fijo,USED,Volkswagen,Sedán,Polo,,,,,,,,,,,,,,,,,
3109,2016,38000,61.99,Quito,Fijo,USED,Mercedes Benz,Sedán,CLA 45 AMG,,,,,,,,,,,,,,,,,
3110,2017,74000,25.4,Quito,Negociable,USED,Kia,Todoterreno,SPORTAGE GT LINE AT,,,,,,,,,,,,,,,,,
3111,1980,33800,13.9,Quito,Negociable,USED,Mini,Coupé,Austin 1000,,,,,,,,,,,,,,,,,
3112,2010,102000,12.99,Quito,Fijo,USED,Toyota,Sedán,Prius Hybrido,,,,,,,,,,,,,,,,,
3113,2023,3000,17.9,Quito,Negociable,USED,JAC,Todoterreno,S3,,,,,,,,,,,,,,,,,
3114,2014,171234,30.9,Quito,Negociable,USED,Toyota,Todoterreno,Fortuner 4.0,,,,,,,,,,,,,,,,,
3115,2013,238000,27.5,Quito,Negociable,USED,Toyota,Todoterreno,Fortuner 4.0,,,,,,,,,,,,,,,,,
3116,2019,41198,16.8,Quito,Negociable,USED,Great Wall,Todoterreno,Haval H3 4X2,,,,,,,,,,,,,,,,,
3117,2013,140000,18.9,Quito,Negociable,USED,Ford,Camioneta Cabina Simple,F150,,,,,,,,,,,,,,,,,
3118,2011,76000,40.0,Quito,Negociable,USED,Porsche,Todoterreno,Cayenne S Hybrid,,,,,,,,,,,,,,,,,
